Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#63 - ENC15130.1	non-specific	440245	19	297	1.49818e-18	85.633	COG0477	ProP	 - 	cl43153
Q#63 - ENC15130.1	superfamily	440245	19	297	1.49818e-18	85.633	cl43153	ProP superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340918	32	377	6.2585e-17	81.9328	cd17360	MFS_HMIT_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340873	32	378	6.8556e-17	81.8517	cd17315	MFS_GLUT_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340883	51	421	7.4977e-17	81.8536	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	429598	20	387	2.54892e-16	79.7695	pfam07690	MFS_1	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340915	64	425	9.23416e-16	78.8425	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	441825	19	398	9.73161e-16	78.3841	COG2223	NarK	 - 	cl43649
Q#63 - ENC15130.1	superfamily	441825	19	398	9.73161e-16	78.3841	cl43649	NarK superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340875	54	387	3.8503e-14	72.9984	cd17317	MFS_SLC22	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340920	29	429	2.06054e-13	71.2295	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340996	27	271	2.75657e-13	71.4922	cd17438	MFS_SV2B	C	cl28910
Q#63 - ENC15130.1	non-specific	440501	19	400	3.73228e-13	70.6532	COG0738	FucP	 - 	cl43255
Q#63 - ENC15130.1	superfamily	440501	19	400	3.73228e-13	70.6532	cl43255	FucP superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340993	32	203	1.0106e-12	69.0559	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#63 - ENC15130.1	non-specific	340930	50	387	2.86317e-12	67.945	cd17372	MFS_SVOP_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340914	57	429	3.23674e-12	67.6609	cd17356	MFS_HXT	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340921	27	283	1.88021e-11	65.588	cd17363	MFS_SV2	C	cl28910
Q#63 - ENC15130.1	non-specific	341000	50	387	2.44839e-11	64.8279	cd17442	MFS_SVOPL	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340925	69	378	4.58646e-11	64.2382	cd17367	MFS_KgtP	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340882	44	418	1.54806e-10	62.5668	cd17324	MFS_NepI_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	130366	27	215	1.9057e-10	63.072	TIGR01299	synapt_SV2	NC	cl31090
Q#63 - ENC15130.1	superfamily	130366	27	215	1.9057e-10	63.072	cl31090	synapt_SV2 superfamily	NC	 - 
Q#63 - ENC15130.1	non-specific	340877	37	161	3.38971e-10	61.4323	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#63 - ENC15130.1	non-specific	341027	48	420	4.5077e-10	61.0471	cd17474	MFS_YfmO_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340997	27	217	4.85962e-10	61.1994	cd17439	MFS_SV2A	C	cl28910
Q#63 - ENC15130.1	non-specific	341030	53	158	7.60095e-10	60.2647	cd17477	MFS_YcaD_like	C	cl28910
Q#63 - ENC15130.1	non-specific	442057	21	398	1.81761e-09	59.1164	COG2807	CynX	 - 	cl34489
Q#63 - ENC15130.1	superfamily	442057	21	398	1.81761e-09	59.1164	cl34489	CynX superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340991	29	223	1.90282e-09	59.1201	cd17433	MFS_GLUT8_Class3	C	cl28910
Q#63 - ENC15130.1	non-specific	341042	20	420	2.5574e-09	58.7595	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340999	44	387	3.62694e-09	58.2855	cd17441	MFS_SVOP	 - 	cl28910
Q#63 - ENC15130.1	non-specific	179668	28	399	3.98148e-09	58.5557	PRK03893	PRK03893	 - 	cl32048
Q#63 - ENC15130.1	superfamily	179668	28	399	3.98148e-09	58.5557	cl32048	PRK03893 superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	182225	32	221	9.12561e-09	57.3954	PRK10077	xylE	C	cl32455
Q#63 - ENC15130.1	superfamily	182225	32	221	9.12561e-09	57.3954	cl32455	xylE superfamily	C	 - 
Q#63 - ENC15130.1	non-specific	129965	9	390	1.75262e-08	56.6604	TIGR00887	2A0109	 - 	cl31035
Q#63 - ENC15130.1	superfamily	129965	9	390	1.75262e-08	56.6604	cl31035	2A0109 superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	341045	56	176	2.15901e-08	55.6474	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	340990	65	203	2.46297e-08	55.7	cd17432	MFS_GLUT_Class2	C	cl28910
Q#63 - ENC15130.1	non-specific	237051	31	399	9.96161e-08	53.7789	PRK12307	PRK12307	 - 	cl36103
Q#63 - ENC15130.1	superfamily	237051	31	399	9.96161e-08	53.7789	cl36103	PRK12307 superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340927	69	395	1.09948e-07	53.6847	cd17369	MFS_ShiA_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340888	40	174	1.15341e-07	53.351	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#63 - ENC15130.1	non-specific	340886	50	393	1.39359e-07	53.3936	cd17328	MFS_spinster_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	441813	49	163	1.50601e-07	53.3674	COG2211	MelB	N	cl43646
Q#63 - ENC15130.1	superfamily	441813	49	163	1.50601e-07	53.3674	cl43646	MelB superfamily	N	 - 
Q#63 - ENC15130.1	non-specific	340928	69	163	1.84804e-07	52.9307	cd17370	MFS_MJ1317_like	N	cl28910
Q#63 - ENC15130.1	non-specific	341026	52	421	2.01347e-07	52.9607	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340868	61	176	2.10566e-07	53.014	cd06179	MFS_TRI12_like	C	cl28910
Q#63 - ENC15130.1	non-specific	340994	29	176	2.50706e-07	52.4963	cd17436	MFS_GLUT10_Class3	C	cl28910
Q#63 - ENC15130.1	non-specific	341046	75	176	4.37924e-07	51.8079	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	340998	27	215	5.49577e-07	51.8372	cd17440	MFS_SV2C	C	cl28910
Q#63 - ENC15130.1	non-specific	340995	32	201	6.05106e-07	51.2478	cd17437	MFS_PLT	C	cl28910
Q#63 - ENC15130.1	non-specific	340949	42	163	1.33815e-06	50.3406	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#63 - ENC15130.1	non-specific	340932	64	162	1.46452e-06	49.9817	cd17374	MFS_OAT	C	cl28910
Q#63 - ENC15130.1	non-specific	340879	67	163	1.54482e-06	49.8642	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	340937	55	176	1.68752e-06	49.6568	cd17379	MFS_SLC22A1_2_3	C	cl28910
Q#63 - ENC15130.1	non-specific	340948	52	167	2.33013e-06	49.5326	cd17390	MFS_MFSD9	C	cl28910
Q#63 - ENC15130.1	non-specific	340934	65	387	2.94972e-06	49.0011	cd17376	MFS_SLC22A4_5_OCTN1_2	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340924	69	161	3.03984e-06	49.2785	cd17366	MFS_ProP	C	cl28910
Q#63 - ENC15130.1	non-specific	340911	33	169	1.17716e-05	47.2197	cd17353	MFS_OFA_like	N	cl28910
Q#63 - ENC15130.1	non-specific	340919	62	379	1.40702e-05	46.8596	cd17361	MFS_STP	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340881	64	176	1.74416e-05	46.7995	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	341030	56	163	2.21565e-05	46.3975	cd17477	MFS_YcaD_like	N	cl28910
Q#63 - ENC15130.1	non-specific	441871	68	150	2.59591e-05	46.2991	COG2270	BtlA	N	cl43667
Q#63 - ENC15130.1	superfamily	441871	68	150	2.59591e-05	46.2991	cl43667	BtlA superfamily	N	 - 
Q#63 - ENC15130.1	non-specific	340926	69	396	3.15487e-05	45.8277	cd17368	MFS_CitA	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340878	41	164	3.22341e-05	46.0297	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	341005	65	176	0.000124259	43.9507	cd17447	MFS_SLC22A7_OAT2	C	cl28910
Q#63 - ENC15130.1	non-specific	182486	64	164	0.000188534	43.4717	PRK10473	PRK10473	C	cl32519
Q#63 - ENC15130.1	superfamily	182486	64	164	0.000188534	43.4717	cl32519	PRK10473 superfamily	C	 - 
Q#63 - ENC15130.1	non-specific	341025	52	166	0.000231983	42.9734	cd17472	MFS_YajR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	341004	66	387	0.000254081	42.7889	cd17446	MFS_SLC22A6_OAT1_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	441813	19	400	0.000486186	42.1966	COG2211	MelB	 - 	cl43646
Q#63 - ENC15130.1	non-specific	340863	49	166	0.000679523	41.8322	cd06173	MFS_MefA_like	N	cl28910
Q#63 - ENC15130.1	non-specific	340863	53	400	0.000809877	41.447	cd06173	MFS_MefA_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	341003	64	125	0.000961417	41.2986	cd17445	MFS_SLC22A17	C	cl28910
Q#63 - ENC15130.1	non-specific	349949	19	163	0.00101334	41.2582	cd06174	MFS	N	cl28910
Q#63 - ENC15130.1	non-specific	340949	56	163	0.00106067	41.0958	cd17391	MFS_MdtG_MDR_like	C	cl28910
Q#63 - ENC15130.1	non-specific	340913	19	398	0.00130422	40.7173	cd17355	MFS_YcxA_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	182611	69	144	0.00152849	40.85	PRK10642	PRK10642	C	cl28910
Q#63 - ENC15130.1	non-specific	341031	59	163	0.00162293	40.6173	cd17478	MFS_FsR	N	cl28910
Q#63 - ENC15130.1	non-specific	340935	244	399	0.00170805	40.5322	cd17377	MFS_SLC22A15	N	cl28910
Q#63 - ENC15130.1	non-specific	340933	310	387	0.00184082	40.1187	cd17375	MFS_SLC22A16_CT2	N	cl28910
Q#63 - ENC15130.1	non-specific	341028	36	146	0.00190405	40.2993	cd17475	MFS_MT3072_like	N	cl28910
Q#63 - ENC15130.1	non-specific	340938	41	168	0.00266164	39.8453	cd17380	MFS_SLC17A9_like	C	cl28910
Q#63 - ENC15130.1	non-specific	442063	242	426	0.00354026	39.1869	COG2814	AraJ	C	cl43718
Q#63 - ENC15130.1	non-specific	341047	11	161	0.0043173	39.0979	cd17504	MFS_MMR_MDR_like	N	cl28910
Q#63 - ENC15130.1	non-specific	340989	66	220	0.00460463	39.241	cd17431	MFS_GLUT_Class1	C	cl28910
Q#63 - ENC15130.1	non-specific	340928	48	142	0.00495512	39.0635	cd17370	MFS_MJ1317_like	C	cl28910
Q#63 - ENC15130.1	non-specific	429598	310	426	0.00532333	38.9383	pfam07690	MFS_1	C	cl28910
Q#63 - ENC15130.1	non-specific	340879	36	159	0.00653885	38.6934	cd17321	MFS_MMR_MDR_like	N	cl28910
Q#63 - ENC15130.1	non-specific	341043	48	120	0.00716309	38.3559	cd17490	MFS_YxlH_like	C	cl28910
Q#64 - HAW0111319.1	specific	340874	47	443	2.08827e-48	169.705	cd17316	MFS_SV2_like	 - 	cl28910
Q#64 - HAW0111319.1	superfamily	475125	47	443	2.08827e-48	169.705	cl28910	MFS superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	340929	47	448	3.64927e-43	156.693	cd17371	MFS_MucK	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	273327	33	418	7.36208e-36	137.103	TIGR00895	2A0115	 - 	cl36764
Q#64 - HAW0111319.1	superfamily	273327	33	418	7.36208e-36	137.103	cl36764	2A0115 superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	395036	56	453	7.79329e-33	129.699	pfam00083	Sugar_tr	 - 	cl28910
Q#64 - HAW0111319.1	specific	441872	36	449	2.39058e-30	120.745	COG2271	UhpC	 - 	cl34453
Q#64 - HAW0111319.1	superfamily	441872	36	449	2.39058e-30	120.745	cl34453	UhpC superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	273328	89	410	2.95269e-27	114.343	TIGR00898	2A0119	N	cl36765
Q#64 - HAW0111319.1	superfamily	273328	89	410	2.95269e-27	114.343	cl36765	2A0119 superfamily	N	 - 
Q#64 - HAW0111319.1	non-specific	340917	56	447	3.59742e-26	109.579	cd17359	MFS_XylE_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	273317	81	453	1.05693e-25	109.351	TIGR00879	SP	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340923	46	419	1.48241e-25	106.901	cd17365	MFS_PcaK_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	442063	43	410	1.72303e-25	106.982	COG2814	AraJ	 - 	cl43718
Q#64 - HAW0111319.1	superfamily	442063	43	410	1.72303e-25	106.982	cl43718	AraJ superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	340922	53	448	2.84e-22	98.1187	cd17364	MFS_PhT	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	349949	49	422	6.63818e-21	94.0305	cd06174	MFS	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340916	74	449	2.30715e-20	93.0235	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	440245	43	321	2.36653e-19	88.3294	COG0477	ProP	 - 	cl43153
Q#64 - HAW0111319.1	superfamily	440245	43	321	2.36653e-19	88.3294	cl43153	ProP superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	236927	46	409	3.00335e-19	89.6364	PRK11551	PRK11551	 - 	cl36029
Q#64 - HAW0111319.1	superfamily	236927	46	409	3.00335e-19	89.6364	cl36029	PRK11551 superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	340873	56	447	5.09615e-17	82.2369	cd17315	MFS_GLUT_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340918	56	401	8.94943e-17	81.5476	cd17360	MFS_HMIT_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	429598	44	411	1.40631e-16	80.9251	pfam07690	MFS_1	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340883	75	445	1.07056e-15	78.3868	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340915	88	449	2.14826e-15	78.0721	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	441825	43	419	7.1506e-15	76.0729	COG2223	NarK	 - 	cl43649
Q#64 - HAW0111319.1	superfamily	441825	43	419	7.1506e-15	76.0729	cl43649	NarK superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	340920	53	453	4.98521e-14	73.5407	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340875	78	410	9.80339e-14	71.8428	cd17317	MFS_SLC22	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340914	81	453	1.84084e-13	71.898	cd17356	MFS_HXT	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340996	51	295	8.76697e-13	69.9514	cd17438	MFS_SV2B	C	cl28910
Q#64 - HAW0111319.1	non-specific	340993	56	227	1.22275e-12	69.0559	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#64 - HAW0111319.1	non-specific	440501	43	426	2.11215e-12	68.342	COG0738	FucP	 - 	cl43255
Q#64 - HAW0111319.1	superfamily	440501	43	426	2.11215e-12	68.342	cl43255	FucP superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	340930	74	410	1.55331e-11	65.6338	cd17372	MFS_SVOP_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	341000	91	410	2.09245e-11	65.2131	cd17442	MFS_SVOPL	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340921	51	307	3.9847e-11	64.8176	cd17363	MFS_SV2	C	cl28910
Q#64 - HAW0111319.1	non-specific	340925	94	402	4.42311e-11	64.6234	cd17367	MFS_KgtP	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340882	56	442	1.27254e-10	62.952	cd17324	MFS_NepI_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340877	61	185	4.12215e-10	61.0471	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	130366	51	239	5.03202e-10	61.9164	TIGR01299	synapt_SV2	NC	cl31090
Q#64 - HAW0111319.1	superfamily	130366	51	239	5.03202e-10	61.9164	cl31090	synapt_SV2 superfamily	NC	 - 
Q#64 - HAW0111319.1	non-specific	340997	51	241	9.65998e-10	60.429	cd17439	MFS_SV2A	C	cl28910
Q#64 - HAW0111319.1	non-specific	341030	77	182	1.21867e-09	59.8795	cd17477	MFS_YcaD_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	129965	33	414	1.7648e-09	59.742	TIGR00887	2A0109	 - 	cl31035
Q#64 - HAW0111319.1	superfamily	129965	33	414	1.7648e-09	59.742	cl31035	2A0109 superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	341042	44	444	3.0202e-09	58.3743	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340991	53	247	4.4579e-09	58.3497	cd17433	MFS_GLUT8_Class3	C	cl28910
Q#64 - HAW0111319.1	non-specific	341027	72	444	5.1036e-09	57.9655	cd17474	MFS_YfmO_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	179668	52	409	1.02386e-08	57.4001	PRK03893	PRK03893	 - 	cl32048
Q#64 - HAW0111319.1	superfamily	179668	52	409	1.02386e-08	57.4001	cl32048	PRK03893 superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	442057	45	409	1.02553e-08	57.1904	COG2807	CynX	 - 	cl34489
Q#64 - HAW0111319.1	superfamily	442057	45	409	1.02553e-08	57.1904	cl34489	CynX superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	182225	56	245	2.36204e-08	56.2398	PRK10077	xylE	C	cl32455
Q#64 - HAW0111319.1	superfamily	182225	56	245	2.36204e-08	56.2398	cl32455	xylE superfamily	C	 - 
Q#64 - HAW0111319.1	non-specific	341045	80	200	2.55817e-08	55.6474	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	340868	85	200	3.8544e-08	55.7104	cd06179	MFS_TRI12_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	340990	89	227	3.95894e-08	55.3148	cd17432	MFS_GLUT_Class2	C	cl28910
Q#64 - HAW0111319.1	non-specific	340999	68	410	4.2469e-08	55.2039	cd17441	MFS_SVOP	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340927	93	419	7.41782e-08	54.4551	cd17369	MFS_ShiA_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340888	64	198	9.81341e-08	53.7362	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	441813	73	187	1.17315e-07	53.7526	COG2211	MelB	N	cl43646
Q#64 - HAW0111319.1	superfamily	441813	73	187	1.17315e-07	53.7526	cl43646	MelB superfamily	N	 - 
Q#64 - HAW0111319.1	non-specific	237051	55	423	1.27983e-07	53.7789	PRK12307	PRK12307	 - 	cl36103
Q#64 - HAW0111319.1	superfamily	237051	55	423	1.27983e-07	53.7789	cl36103	PRK12307 superfamily	 - 	 - 
Q#64 - HAW0111319.1	non-specific	340928	95	187	1.72182e-07	52.9307	cd17370	MFS_MJ1317_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	340994	53	200	2.02676e-07	52.8815	cd17436	MFS_GLUT10_Class3	C	cl28910
Q#64 - HAW0111319.1	non-specific	340886	74	200	2.11556e-07	53.0084	cd17328	MFS_spinster_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	340995	56	225	2.65961e-07	52.4034	cd17437	MFS_PLT	C	cl28910
Q#64 - HAW0111319.1	non-specific	341046	99	200	3.07311e-07	52.1931	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	340879	91	187	5.18802e-07	51.405	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	341026	76	445	9.3118e-07	50.6495	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340932	88	186	1.15655e-06	50.3669	cd17374	MFS_OAT	C	cl28910
Q#64 - HAW0111319.1	non-specific	340948	76	191	1.38635e-06	50.303	cd17390	MFS_MFSD9	C	cl28910
Q#64 - HAW0111319.1	non-specific	340937	79	200	1.4053e-06	50.042	cd17379	MFS_SLC22A1_2_3	C	cl28910
Q#64 - HAW0111319.1	non-specific	340998	51	239	1.45496e-06	50.6816	cd17440	MFS_SV2C	C	cl28910
Q#64 - HAW0111319.1	non-specific	340949	66	187	4.27918e-06	48.7998	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	429598	18	184	4.42789e-06	48.5683	pfam07690	MFS_1	N	cl28910
Q#64 - HAW0111319.1	non-specific	340924	94	185	4.70824e-06	48.5081	cd17366	MFS_ProP	C	cl28910
Q#64 - HAW0111319.1	non-specific	340919	86	411	8.63087e-06	48.0152	cd17361	MFS_STP	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340881	88	200	8.72157e-06	47.9551	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	341030	44	187	1.34214e-05	47.1679	cd17477	MFS_YcaD_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	441871	92	174	1.52787e-05	47.0695	COG2270	BtlA	N	cl43667
Q#64 - HAW0111319.1	superfamily	441871	92	174	1.52787e-05	47.0695	cl43667	BtlA superfamily	N	 - 
Q#64 - HAW0111319.1	non-specific	340911	57	193	2.3673e-05	46.4493	cd17353	MFS_OFA_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	340878	65	188	3.55895e-05	46.0297	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	340934	89	410	4.25781e-05	45.5343	cd17376	MFS_SLC22A4_5_OCTN1_2	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	341005	89	200	6.68605e-05	44.7211	cd17447	MFS_SLC22A7_OAT2	C	cl28910
Q#64 - HAW0111319.1	non-specific	340926	94	420	8.29835e-05	44.6721	cd17368	MFS_CitA	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	441813	43	424	9.26896e-05	44.5078	COG2211	MelB	 - 	cl43646
Q#64 - HAW0111319.1	non-specific	341025	76	190	0.000122037	44.129	cd17472	MFS_YajR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	340863	77	424	0.00050796	42.2174	cd06173	MFS_MefA_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	341031	44	187	0.000539795	42.1581	cd17478	MFS_FsR	N	cl28910
Q#64 - HAW0111319.1	non-specific	182486	88	188	0.000568694	41.931	PRK10473	PRK10473	C	cl32519
Q#64 - HAW0111319.1	superfamily	182486	88	188	0.000568694	41.931	cl32519	PRK10473 superfamily	C	 - 
Q#64 - HAW0111319.1	non-specific	340949	80	187	0.000593314	41.8662	cd17391	MFS_MdtG_MDR_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	182611	58	168	0.000768558	42.0056	PRK10642	PRK10642	C	cl28910
Q#64 - HAW0111319.1	non-specific	341003	88	149	0.000992333	41.2986	cd17445	MFS_SLC22A17	C	cl28910
Q#64 - HAW0111319.1	non-specific	349949	43	187	0.00107468	41.2582	cd06174	MFS	N	cl28910
Q#64 - HAW0111319.1	non-specific	341047	35	185	0.00111448	41.0238	cd17504	MFS_MMR_MDR_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	340863	73	190	0.00111774	41.0618	cd06173	MFS_MefA_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	340879	60	183	0.00257081	39.849	cd17321	MFS_MMR_MDR_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	341004	90	410	0.00379001	39.3221	cd17446	MFS_SLC22A6_OAT1_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340938	65	192	0.00507324	39.0749	cd17380	MFS_SLC17A9_like	C	cl28910
Q#64 - HAW0111319.1	non-specific	341028	60	170	0.0058204	38.7585	cd17475	MFS_MT3072_like	N	cl28910
Q#64 - HAW0111319.1	non-specific	340989	90	244	0.00740754	38.4706	cd17431	MFS_GLUT_Class1	C	cl28910
Q#64 - HAW0111319.1	non-specific	341038	333	422	0.00784993	38.3622	cd17485	MFS_MFSD3	C	cl28910
Q#64 - HAW0111319.1	non-specific	442063	266	450	0.00840391	38.4165	COG2814	AraJ	C	cl43718
Q#64 - HAW0111319.1	non-specific	340913	43	422	0.00883462	38.4061	cd17355	MFS_YcxA_like	 - 	cl28910
Q#64 - HAW0111319.1	non-specific	340928	72	166	0.00959582	38.2931	cd17370	MFS_MJ1317_like	C	cl28910
Q#65 - WP_160371196.1	specific	340874	47	443	2.57025e-47	166.623	cd17316	MFS_SV2_like	 - 	cl28910
Q#65 - WP_160371196.1	superfamily	475125	47	443	2.57025e-47	166.623	cl28910	MFS superfamily	 - 	 - 
Q#65 - WP_160371196.1	non-specific	340929	47	448	4.46462e-42	153.612	cd17371	MFS_MucK	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	273327	33	418	2.15689e-35	135.562	TIGR00895	2A0115	 - 	cl36764
Q#65 - WP_160371196.1	superfamily	273327	33	418	2.15689e-35	135.562	cl36764	2A0115 superfamily	 - 	 - 
Q#65 - WP_160371196.1	non-specific	395036	56	453	8.43134e-33	129.314	pfam00083	Sugar_tr	 - 	cl28910
Q#65 - WP_160371196.1	specific	441872	38	449	3.41491e-30	120.36	COG2271	UhpC	 - 	cl34453
Q#65 - WP_160371196.1	superfamily	441872	38	449	3.41491e-30	120.36	cl34453	UhpC superfamily	 - 	 - 
Q#65 - WP_160371196.1	non-specific	273328	89	410	1.73848e-27	114.728	TIGR00898	2A0119	N	cl36765
Q#65 - WP_160371196.1	superfamily	273328	89	410	1.73848e-27	114.728	cl36765	2A0119 superfamily	N	 - 
Q#65 - WP_160371196.1	non-specific	273317	81	453	7.67124e-26	109.736	TIGR00879	SP	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	442063	43	410	1.29995e-25	107.367	COG2814	AraJ	 - 	cl43718
Q#65 - WP_160371196.1	superfamily	442063	43	410	1.29995e-25	107.367	cl43718	AraJ superfamily	 - 	 - 
Q#65 - WP_160371196.1	non-specific	340917	56	447	1.32491e-25	107.653	cd17359	MFS_XylE_like	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	340923	46	419	8.08303e-25	104.975	cd17365	MFS_PcaK_like	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	340916	74	449	4.96854e-21	94.9495	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	349949	49	422	1.04172e-20	93.6453	cd06174	MFS	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	340922	53	448	1.35173e-20	93.1111	cd17364	MFS_PhT	 - 	cl28910
Q#65 - WP_160371196.1	non-specific	440245	43	321	2.80856e-19	87.9442	COG0477	ProP	 - 	cl43153
